0,上海财经大学,http://www.shufe.edu.cn/
0,南京大学,http://www.nju.edu.cn/
0,北京师范大学,http://www.bnu.edu.cn/
0,北京科技大学,http://www.ustb.edu.cn/
0,华中农业大学,http://www.hzau.edu.cn/
0,中央戏剧学院,http://www.chntheatre.edu.cn/
0,中国海洋大学,http://www.ouc.edu.cn/
0,中国传媒大学,http://by.cuc.edu.cn/
0,东北大学,http://www.neu.edu.cn/
0,东北师范大学,http://www.nenu.edu.cn/
0,东华大学,http://www.dhu.edu.cn/
0,中国矿业大学,http://www.cumt.edu.cn/
0,厦门大学,http://www.xmu.edu.cn/
0,华东理工大学,http://www.ecust.edu.cn/
0,江南大学,http://www.jiangnan.edu.cn/
0,中国地质大学（武汉）,http://www.cug.edu.cn/
0,中国地质大学（北京）,http://www.cugb.edu.cn/
0,上海交通大学,http://www.sjtu.edu.cn/
0,华中科技大学,http://www.hust.edu.cn/
0,华中师范大学,http://www.ccnu.edu.cn/
0,合肥工业大学,http://www.hfut.edu.cn/
0,中国石油大学（华东）,http://www.upc.edu.cn/
0,北京化工大学,http://www.buct.edu.cn/
0,北京中医药大学,http://www.bucm.edu.cn/
0,中南大学,http://www.csu.edu.cn/
0,中国矿业大学（北京）,http://www.cumtb.edu.cn/
0,大连理工大学,http://www.dlut.edu.cn/
0,北京交通大学,http://www.bjtu.edu.cn/
0,北京大学,http://www.pku.edu.cn/
0,东北林业大学,http://www.nefu.edu.cn/
0,北京外国语大学,http://www.bfsu.edu.cn/
0,吉林大学,http://www.jlu.edu.cn/
0,同济大学,http://www.tongji.edu.cn/
0,清华大学,http://www.tsinghua.edu.cn/
0,中国人民大学,http://www.ruc.edu.cn/
0,中央美术学院,http://www.cafa.edu.cn/
0,北京语言大学,http://www.blcu.edu.cn/
0,中山大学,http://www.sysu.edu.cn
0,南京农业大学,http://www.njau.edu.cn/
0,北京林业大学,http://www.bjfu.edu.cn/
0,浙江大学,http://www.zju.edu.cn/
0,华东师范大学,http://www.ecnu.edu.cn/
0,西安电子科技大学,http://www.xidian.edu.cn/
0,华南理工大学,http://www.scut.edu.cn/
0,西北农林科技大学,http://www.nwsuaf.edu.cn/
0,电子科技大学,http://www.uestc.edu.cn/
0,中国政法大学,http://www.cupl.edu.cn/
0,四川大学,http://www.scu.edu.cn/
0,武汉大学,http://www.whu.edu.cn/
0,东南大学,http://www.seu.edu.cn/
0,中央财经大学,http://www.cufe.edu.cn/
0,中央音乐学院,http://www.ccom.edu.cn/
0,中国药科大学,http://www.cpu.edu.cn/
0,河海大学,http://www.hhu.edu.cn/
0,兰州大学,http://www.lzu.edu.cn/
0,西南财经大学,http://www.swufe.edu.cn/
0,复旦大学,http://www.fudan.edu.cn/
0,中南财经政法大学,http://www.znufe.edu.cn/
0,重庆大学,http://www.cqu.edu.cn/
0,湖南大学,http://www.hnu.edu.cn
0,西安交通大学,http://www.xjtu.edu.cn/
0,华北电力大学,http://www.ncepu.edu.cn/
0,中国石油大学（北京）,http://www.cup.edu.cn/
0,上海外国语大学,http://www.shisu.edu.cn/
0,西南交通大学,http://www.swjtu.edu.cn/
0,陕西师范大学,http://www.snnu.edu.cn/
0,对外经济贸易大学,http://www.uibe.edu.cn/
0,南开大学,http://www.nankai.edu.cn/
0,西南大学,http://www.swu.edu.cn/
0,武汉理工大学,http://www.whut.edu.cn/
0,长安大学,http://www.chd.edu.cn/
0,中国农业大学,http://www.cau.edu.cn/
0,天津大学,http://www.tju.edu.cn/
0,北京邮电大学,http://www.bupt.edu.cn/
0,山东大学,http://www.sdu.edu.cn/
